trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
726,False,"{'a': 0.003, 'e': 0.11360815367076371}",30,13,26.570610071057416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.003, 'e': 0.11326783993558948}",20,4,22.279888930819574,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.003, 'e': 0.11292854561173918}",25,20,8.693918423397955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.003, 'e': 0.11259026764556165}",20,5,26.266882777197825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.003, 'e': 0.11225300299255297}",20,0,10.011639959310237,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
731,False,"{'a': 0.003, 'e': 0.11191674861732888}",25,2,34.95071645288426,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.003, 'e': 0.11158150149359779}",25,18,10.082876921160896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.003, 'e': 0.1112472586041333}",20,0,33.79012675312846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
734,False,"{'a': 0.003, 'e': 0.11091401694074722}",25,16,13.77579415554086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.003, 'e': 0.11058177350426224}",30,14,9.55481893153568,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
736,False,"{'a': 0.003, 'e': 0.11025052530448522}",20,11,15.915071336262649,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.003, 'e': 0.10992026936018012}",25,18,14.305049231383844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.003, 'e': 0.10959100269904129}",30,5,-40.95552580052827,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",1
739,False,"{'a': 0.003, 'e': 0.10926272235766643}",30,16,22.580701201369962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.003, 'e': 0.10893542538153032}",20,6,25.521383573639255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.003, 'e': 0.10860910882495796}",25,0,13.023316371505338,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
742,False,"{'a': 0.003, 'e': 0.10828376975109819}",25,14,8.17682289174203,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.003, 'e': 0.10795940523189702}",30,18,17.79804159475512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.003, 'e': 0.10763601234807169}",25,8,17.356913731865696,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.003, 'e': 0.10731358818908403}",20,5,-28.77754455708666,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
746,False,"{'a': 0.003, 'e': 0.10699212985311449}",20,6,22.921207137549967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.003, 'e': 0.10667163444703576}",25,11,17.800629345563525,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.003, 'e': 0.1063520990863871}",30,21,13.873354235931007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.003, 'e': 0.1060335208953481}",25,5,11.272806534028621,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
750,False,"{'a': 0.003, 'e': 0.10571589700671291}",20,12,9.842513566190924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.003, 'e': 0.10539922456186433}",25,15,17.122012498519005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.003, 'e': 0.10508350071074826}",20,0,-14.565937713533597,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
753,False,"{'a': 0.003, 'e': 0.10476872261184789}",20,0,23.763755986247713,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
754,False,"{'a': 0.003, 'e': 0.10445488743215826}",25,11,9.79965049786395,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.003, 'e': 0.10414199234716055}",20,7,23.39487452779804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.003, 'e': 0.10383003454079692}",20,4,-32.0841721135354,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
757,False,"{'a': 0.003, 'e': 0.10351901120544502}",20,0,4.4743638079660455,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
758,False,"{'a': 0.003, 'e': 0.10320891954189276}",25,10,10.080470937598259,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.003, 'e': 0.102899756759313}",30,16,-40.79002712473051,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
760,False,"{'a': 0.003, 'e': 0.10259152007523863}",30,17,19.646820227847023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.003, 'e': 0.10228420671553744}",25,13,18.092114419899957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.003, 'e': 0.10197781391438715}",25,10,10.647342544157159,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.003, 'e': 0.1016723389142504}",20,7,-4.692232190724157,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
764,False,"{'a': 0.003, 'e': 0.10136777896585017}",25,13,9.341551829967845,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.003, 'e': 0.10106413132814486}",30,10,-21.791476840312136,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
766,False,"{'a': 0.003, 'e': 0.10076139326830373}",30,0,37.90060472173444,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.003, 'e': 0.1004595620616821}",20,10,-4.742479507727236,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
768,False,"{'a': 0.003, 'e': 0.10015863499179714}",25,11,23.59165901287626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.003, 'e': 0.09985860935030318}",20,5,27.36446548588908,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.003, 'e': 0.09955948243696745}",30,14,26.772972274552263,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.003, 'e': 0.09926125155964566}",20,6,17.123576037134715,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.003, 'e': 0.0989639140342579}",20,0,20.8151533407673,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
773,False,"{'a': 0.003, 'e': 0.0986674671847645}",20,0,18.721218865542614,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
774,False,"{'a': 0.003, 'e': 0.09837190834314173}",20,4,23.125549019121987,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.003, 'e': 0.09807723484935806}",25,15,17.351464791634747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.003, 'e': 0.09778344405135005}",20,9,13.320012562981528,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.003, 'e': 0.09749053330499859}",20,0,24.054238617374423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
778,False,"{'a': 0.003, 'e': 0.09719849997410487}",25,7,27.685238196814346,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.003, 'e': 0.09690734143036704}",30,14,30.56808469767955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.003, 'e': 0.09661705505335619}",25,14,20.61904718002455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
